"csquares","Ecoregion","EEZ","area_sqkm","long","lat","Depth","Dominant_MSFD"
"1602:353:362:2","Baltic Sea","Sweden",12.8423603287735,23.275,65.625,39.1255359649658,"Circalittoral mud or Circalittoral sand"
"1602:353:363:1","Baltic Sea","Sweden",12.8423603287735,23.325,65.625,30.4690345001221,"Circalittoral mud or Circalittoral sand"
"1602:353:363:2","Baltic Sea","Sweden",12.8423603287735,23.375,65.625,8.3855131149292,"Circalittoral sand"
"1602:353:364:1","Baltic Sea","Sweden",12.8423603287735,23.425,65.625,11.9368180847168,"Circalittoral sand"
"1602:353:364:2","Baltic Sea","Sweden",12.8423603287735,23.475,65.625,23.2926214408875,"Circalittoral mud or Circalittoral sand"
"1602:353:465:1","Baltic Sea","Sweden",12.8423603287735,23.525,65.625,12.173298740387,"Circalittoral sand"
"1602:353:465:2","Baltic Sea","Sweden",12.8423603287735,23.575,65.625,11.8824551391602,"Circalittoral sand"
"1602:353:466:1","Baltic Sea","Sweden",12.8423603287735,23.625,65.625,5.20889044761658,"Circalittoral sand"
"1602:353:466:2","Baltic Sea","Sweden",12.8423603287735,23.675,65.625,17.8800245666504,"Circalittoral sand"
"1602:353:467:1","Baltic Sea","Sweden",12.8423603287735,23.725,65.625,18.0803996658325,"Circalittoral sand"
"1602:353:467:2","Baltic Sea","Sweden",12.8423603287735,23.775,65.625,13.7425913576569,"Circalittoral sand"
"1602:353:468:1","Baltic Sea","Sweden",12.8423603287735,23.825,65.625,1.26704801623286,"Circalittoral mixed sediment"
"1602:353:468:2","Baltic Sea","Sweden",12.8423603287735,23.875,65.625,6.90249662399292,"Infralittoral mixed sediment"
"1602:353:469:1","Baltic Sea","Sweden",12.8423603287735,23.925,65.625,4.80452177047729,"Circalittoral mud or Circalittoral sand"
"1602:353:469:2","Baltic Sea","Sweden",12.8423603287735,23.975,65.625,10.4056666564941,"Circalittoral mixed sediment"
"1602:354:360:1","Baltic Sea","Sweden",12.8423603287735,24.025,65.625,2.86248066373493,"Circalittoral mixed sediment"
"1602:354:360:2","Baltic Sea","Sweden",12.8423603287735,24.075,65.625,3.15321759879589,"Circalittoral mixed sediment"
"1602:354:361:1","Baltic Sea","Finland",12.8423603287735,24.125,65.625,6.35880778312683,"Circalittoral mixed sediment"
"1602:354:361:2","Baltic Sea","Finland",12.8423603287735,24.175,65.625,1.04309947341681,"Infralittoral mud or Infralittoral sand"
"1602:354:362:1","Baltic Sea","Finland",12.8423603287735,24.225,65.625,6.25039465293288,"Circalittoral mixed sediment"
"1602:354:362:2","Baltic Sea","Finland",12.8423603287735,24.275,65.625,10.0761040449142,"Circalittoral mixed sediment"
"1602:354:363:1","Baltic Sea","Finland",12.8423603287735,24.325,65.625,6.59232196331024,"Circalittoral mixed sediment"
"1602:354:363:2","Baltic Sea","Finland",12.8423603287735,24.375,65.625,9.52184639930725,"Circalittoral mixed sediment"
"1602:354:364:1","Baltic Sea","Finland",12.8423603287735,24.425,65.625,12.9074531364441,"Circalittoral mixed sediment"
"1602:354:364:2","Baltic Sea","Finland",12.8423603287735,24.475,65.625,11.7879244995117,"Circalittoral mixed sediment"
"1602:354:465:1","Baltic Sea","Finland",12.8423603287735,24.525,65.625,3.76976500689983,"Circalittoral mixed sediment"
"1602:354:465:2","Baltic Sea","Finland",12.8423603287735,24.575,65.625,6.91592281560103,"Circalittoral sand"
"1602:354:466:2","Baltic Sea","Finland",12.8423603287735,24.675,65.625,1.76406669119994,"Infralittoral mixed sediment"
"1602:354:467:1","Baltic Sea","Finland",12.8423603287735,24.725,65.625,4.06113591983914,"Circalittoral mixed sediment"
"1602:354:467:2","Baltic Sea","Finland",12.8423603287735,24.775,65.625,2.83500038856935,"Circalittoral mixed sediment"
"1602:354:468:1","Baltic Sea","Finland",12.8423603287735,24.825,65.625,2.54767527977626,"Circalittoral mixed sediment"
"1602:354:469:2","Baltic Sea","Finland",12.8423603287735,24.975,65.625,0.0871705697862987,"Infralittoral mixed sediment"
"1602:352:351:4","Baltic Sea","Sweden",12.8669762283516,22.175,65.575,0.0118441415464379,"Circalittoral mud"
"1602:352:354:3","Baltic Sea","Sweden",12.8669762283516,22.425,65.575,2.01533454492688,"Circalittoral mud or Circalittoral sand"
"1602:352:354:4","Baltic Sea","Sweden",12.8669762283516,22.475,65.575,5.58506052136421,"Circalittoral mixed sediment"
"1602:352:455:3","Baltic Sea","Sweden",12.8669762283516,22.525,65.575,6.52482981048524,"Infralittoral mixed sediment"
"1602:352:456:4","Baltic Sea","Sweden",12.8669762283516,22.675,65.575,11.6485060501099,"Circalittoral mud or Circalittoral sand"
"1602:352:457:3","Baltic Sea","Sweden",12.8669762283516,22.725,65.575,20.0610755157471,"Circalittoral mud or Circalittoral sand"
"1602:352:457:4","Baltic Sea","Sweden",12.8669762283516,22.775,65.575,18.648196182251,"Circalittoral mud or Circalittoral sand"
"1602:352:458:3","Baltic Sea","Sweden",12.8669762283516,22.825,65.575,22.8275279998779,"Circalittoral mud or Circalittoral sand"
"1602:352:458:4","Baltic Sea","Sweden",12.8669762283516,22.875,65.575,26.7620541381836,"Circalittoral mud or Circalittoral sand"
"1602:352:459:3","Baltic Sea","Sweden",12.8669762283516,22.925,65.575,27.3729241943359,"Circalittoral mud or Circalittoral sand"
"1602:352:459:4","Baltic Sea","Sweden",12.8669762283516,22.975,65.575,33.8161085510254,"Circalittoral mud or Circalittoral sand"
"1602:353:350:3","Baltic Sea","Sweden",12.8669762283516,23.025,65.575,35.2845562744141,"Circalittoral mixed sediment"
"1602:353:350:4","Baltic Sea","Sweden",12.8669762283516,23.075,65.575,23.3548139572144,"Circalittoral mud or Circalittoral sand"
"1602:353:351:3","Baltic Sea","Sweden",12.8669762283516,23.125,65.575,26.6127503204346,"Circalittoral mud or Circalittoral sand"
"1602:353:351:4","Baltic Sea","Sweden",12.8669762283516,23.175,65.575,15.2075917053223,"Circalittoral sand"
"1602:353:352:3","Baltic Sea","Sweden",12.8669762283516,23.225,65.575,14.9835416793823,"Circalittoral mud or Circalittoral sand"
"1602:353:352:4","Baltic Sea","Sweden",12.8669762283516,23.275,65.575,19.671202545166,"Circalittoral mud or Circalittoral sand"
"1602:353:353:3","Baltic Sea","Sweden",12.8669762283516,23.325,65.575,62.0563082885742,"Circalittoral mud or Circalittoral sand"
"1602:353:353:4","Baltic Sea","Sweden",12.8669762283516,23.375,65.575,25.4205104827881,"Circalittoral mud or Circalittoral sand"
"1602:353:354:3","Baltic Sea","Sweden",12.8669762283516,23.425,65.575,25.0328614044189,"Circalittoral mud or Circalittoral sand"
"1602:353:354:4","Baltic Sea","Sweden",12.8669762283516,23.475,65.575,20.8853434371948,"Circalittoral sand"
"1602:353:455:3","Baltic Sea","Sweden",12.8669762283516,23.525,65.575,19.4665710830688,"Circalittoral sand"
"1602:353:455:4","Baltic Sea","Sweden",12.8669762283516,23.575,65.575,18.5426339149475,"Circalittoral mud or Circalittoral sand"
"1602:353:456:3","Baltic Sea","Sweden",12.8669762283516,23.625,65.575,10.1247402191162,"Circalittoral sand"
"1602:353:456:4","Baltic Sea","Sweden",12.8669762283516,23.675,65.575,10.3532859420776,"Circalittoral sand"
"1602:353:457:3","Baltic Sea","Sweden",12.8669762283516,23.725,65.575,6.03243031322956,"Infralittoral sand"
"1602:353:458:3","Baltic Sea","Sweden",12.8669762283516,23.825,65.575,7.21786613106728,"Circalittoral sand"
"1602:353:458:4","Baltic Sea","Sweden",12.8669762283516,23.875,65.575,10.017658033371,"Circalittoral mud"
"1602:353:459:3","Baltic Sea","Sweden",12.8669762283516,23.925,65.575,9.45781861782074,"Circalittoral mixed sediment"
"1602:353:459:4","Baltic Sea","Sweden",12.8669762283516,23.975,65.575,13.1291409676725,"Circalittoral mixed sediment"
"1602:354:350:3","Baltic Sea","Sweden",12.8669762283516,24.025,65.575,4.7111987437432,"Circalittoral mixed sediment"
"1602:354:350:4","Baltic Sea","Sweden",12.8669762283516,24.075,65.575,4.45193601608276,"Circalittoral mixed sediment"
"1602:354:351:3","Baltic Sea","Finland",12.8669762283516,24.125,65.575,7.04411878585815,"Circalittoral mixed sediment"
"1602:354:351:4","Baltic Sea","Finland",12.8669762283516,24.175,65.575,4.68647169756393,"Circalittoral mixed sediment"
"1602:354:352:3","Baltic Sea","Finland",12.8669762283516,24.225,65.575,11.6507626342773,"Circalittoral mixed sediment"
"1602:354:352:4","Baltic Sea","Finland",12.8669762283516,24.275,65.575,10.9765529632568,"Circalittoral mixed sediment"
"1602:354:353:3","Baltic Sea","Finland",12.8669762283516,24.325,65.575,14.3754651260376,"Circalittoral mixed sediment"
"1602:354:353:4","Baltic Sea","Finland",12.8669762283516,24.375,65.575,14.9995941925049,"Circalittoral mixed sediment"
"1602:354:354:3","Baltic Sea","Finland",12.8669762283516,24.425,65.575,13.085051651001,"Circalittoral mixed sediment"
"1602:354:354:4","Baltic Sea","Finland",12.8669762283516,24.475,65.575,16.8739507675171,"Circalittoral mud"
"1602:354:455:3","Baltic Sea","Finland",12.8669762283516,24.525,65.575,16.5039070892334,"Circalittoral coarse sediment"
"1602:354:455:4","Baltic Sea","Finland",12.8669762283516,24.575,65.575,11.1166717529297,"Circalittoral sand"
"1602:354:456:3","Baltic Sea","Finland",12.8669762283516,24.625,65.575,11.7981287002563,"Circalittoral sand"
"1602:354:456:4","Baltic Sea","Finland",12.8669762283516,24.675,65.575,14.5655598258972,"Circalittoral mixed sediment"
"1602:354:457:3","Baltic Sea","Finland",12.8669762283516,24.725,65.575,14.1790460586548,"Circalittoral mixed sediment"
"1602:354:457:4","Baltic Sea","Finland",12.8669762283516,24.775,65.575,11.4826302719116,"Circalittoral mixed sediment"
"1602:354:458:3","Baltic Sea","Finland",12.8669762283516,24.825,65.575,8.15646858692169,"Circalittoral mixed sediment"
"1602:354:458:4","Baltic Sea","Finland",12.8669762283516,24.875,65.575,10.9346612930298,"Circalittoral mixed sediment"
"1602:354:459:3","Baltic Sea","Finland",12.8669762283516,24.925,65.575,4.95358690122763,"Circalittoral mixed sediment"
"1602:354:459:4","Baltic Sea","Finland",12.8669762283516,24.975,65.575,0.39521698182701,"Circalittoral mixed sediment"
"1602:455:350:3","Baltic Sea","Finland",12.8669762283516,25.025,65.575,0.634544509080765,"Infralittoral mixed sediment"
"1602:352:351:2","Baltic Sea","Sweden",12.8915817195778,22.175,65.525,2.78515951130539,"Circalittoral sand"
"1602:352:354:1","Baltic Sea","Sweden",12.8915817195778,22.425,65.525,3.59639459864601,"Circalittoral mixed sediment"
"1602:352:354:2","Baltic Sea","Sweden",12.8915817195778,22.475,65.525,13.559981212616,"Circalittoral mixed sediment"
"1602:352:455:1","Baltic Sea","Sweden",12.8915817195778,22.525,65.525,4.98340760637075,"Circalittoral mixed sediment"
"1602:352:456:1","Baltic Sea","Sweden",12.8915817195778,22.625,65.525,0.245505485038104,"Circalittoral mud or Circalittoral sand"
"1602:352:456:2","Baltic Sea","Sweden",12.8915817195778,22.675,65.525,5.30467906925413,"Circalittoral mud or Circalittoral sand"
"1602:352:457:2","Baltic Sea","Sweden",12.8915817195778,22.775,65.525,0.180551951285452,"Circalittoral mixed sediment"
"1602:352:458:1","Baltic Sea","Sweden",12.8915817195778,22.825,65.525,11.6774576848745,"Circalittoral mixed sediment"
"1602:352:458:2","Baltic Sea","Sweden",12.8915817195778,22.875,65.525,24.4595042419434,"Circalittoral mixed sediment"
"1602:352:459:1","Baltic Sea","Sweden",12.8915817195778,22.925,65.525,24.2339665222168,"Circalittoral mixed sediment"
"1602:352:459:2","Baltic Sea","Sweden",12.8915817195778,22.975,65.525,21.7419976425171,"Circalittoral mixed sediment"
"1602:353:350:1","Baltic Sea","Sweden",12.8915817195778,23.025,65.525,28.4707151794434,"Circalittoral mixed sediment"
"1602:353:350:2","Baltic Sea","Sweden",12.8915817195778,23.075,65.525,39.1645104217529,"Circalittoral mixed sediment"
"1602:353:351:1","Baltic Sea","Sweden",12.8915817195778,23.125,65.525,49.6030255126953,"Circalittoral mud or Circalittoral sand"
"1602:353:351:2","Baltic Sea","Sweden",12.8915817195778,23.175,65.525,66.9844113922119,"Circalittoral sand"
"1602:353:352:1","Baltic Sea","Sweden",12.8915817195778,23.225,65.525,23.198549041748,"Circalittoral sand"
